,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,accessom2.nml -> accessom2_nml -> ice_ocean_timestep,accessom2.nml -> date_manager_nml -> forcing_end_date,ice/cice_in.nml -> icefields_nml -> f_aicen,ice/cice_in.nml -> icefields_nml -> f_vicen,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> restart,ice/cice_in.nml -> setup_nml -> runtype
,126,1989-07-01T00:00:00,1989-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output126,95.856,,,Andrew Kiss,2020-07-07T10:35:33,8084926,0,[],normal,35478.72,3.4219444444444442,140854.3747826087,13.585491394927537,0.0036111111111112315,248569.68926370423,1.7647282141384726,4014.0800000000745,5184,4358,799,0.104,1307.89076,4693.16,1297.28,"[80, 75]",sectrobin,40,30,540,80,2,62464e741d574d1fd340ccf6e066dc132d88da89,2020-07-07 08:15:06 +1000,"env.yaml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-07 07:10:50: Run 126', 'update run summary']",540,2019-01-01T00:00:00,md,md,816480,True,continue
,127,1989-10-01T00:00:00,1990-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output127,96.733,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart127,43.75,Andrew Kiss,2020-07-07T14:07:27,8093901,0,[],normal,35527.68,3.4266666666666667,141048.75130434785,13.604239130434784,0.10499999999999998,241433.97451628125,1.7117058625731982,4003.839999999851,5184,4358,799,0.106,1335.408803,4714.97,1328.35,"[80, 75]",sectrobin,40,30,540,80,2,a8f62563b7c29e1d1c35f10bb1e973a2777ce849,2020-07-07 11:17:10 +1000,"env.yaml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-07 10:42:25: Run 127', 'update run summary']",540,2019-01-01T00:00:00,md,md,822960,True,continue
,128,1990-01-01T00:00:00,1990-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output128,95.629,,,Andrew Kiss,2020-07-07T17:27:59,8104216,0,[],normal,34629.12,3.34,140536.51200000002,13.554833333333333,0.0022222222222225696,248666.55319148937,1.7694088863646291,3911.679999999702,5184,4358,799,0.108,1316.64708,4652.77,1307.44,"[80, 75]",sectrobin,40,30,540,80,2,e53f1cb0c05b4ae62b2a4c3fe9349442dc12019a,2020-07-07 17:20:40 +1000,"env.yaml, manifests/restart.yaml, metadata.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv, sync_data.sh","['2020-07-07 14:08:06: Run 128', 'update run summary', 'update run summary', 'add metadata.yaml and sync it', 'update run summary', 'fix bug in sync of metadata.yaml']",540,2019-01-01T00:00:00,md,md,829440,True,continue
,129,1990-04-01T00:00:00,1990-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output129,95.476,,,Andrew Kiss,2020-07-07T21:15:31,8109226,0,[],normal,34868.16,3.3630555555555555,139951.59824175824,13.49841804029304,0.4291666666666667,220671.62496337533,1.5767710246665276,4003.839999999851,5184,4358,799,0.107,1308.466353,4551.85,1291.66,"[80, 75]",sectrobin,40,30,540,80,2,981c39b2f58a1d47dde868db6d686297faf31c3e,2020-07-07 18:23:01 +1000,"env.yaml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-07 17:54:59: Run 129', 'update run summary']",540,2019-01-01T00:00:00,md,md,835920,True,continue
,130,1990-07-01T00:00:00,1990-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output130,95.731,,,Andrew Kiss,2020-07-08T05:01:23,8122204,0,[],normal,35380.8,3.4125,140465.62173913047,13.547995923913046,4.3519444444444435,109362.51860332,0.7785714201758602,4003.839999999851,5184,4358,799,0.103,1287.484201,4715.59,1275.29,"[80, 75]",sectrobin,40,30,540,80,2,a112a1fa4e88ec2443809e55c37b0874f9dbe2d7,2020-07-08 01:37:14 +1000,"env.yaml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['update run summary', '2020-07-08 01:37:14: Run 130']",540,2019-01-01T00:00:00,md,md,842400,True,continue
,131,1990-10-01T00:00:00,1991-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output131,96.598,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart131,43.734,Andrew Kiss,2020-07-08T13:31:24,8138954,1,[8136014],normal,47998.08,4.629444444444444,190557.5947826087,18.379397644927536,3.8708333333333327,135519.56184438418,0.7111737634964755,3758.0800000000745,5184,4358,799,0.081,1398.923281,6072.27,1358.23,"[80, 75]",sectrobin,40,30,360,80,2,6fceb944cd339cae0c4ed1152cd2ce9207c7832b,2020-07-08 08:36:13 +1000,"accessom2.nml, env.yaml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv, sync_data.sh","['2020-07-08 05:01:58: Run 131', 'update run summary', 'add comment to sync_data.sh', 'reduce timestep from 540 to 360 s to avoid remap transport: bad departure points error just after 1990-10-27T06:00:00']",360,2019-01-01T00:00:00,md,md,848880,True,continue
,132,1991-01-01T00:00:00,1991-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output132,95.581,,,Andrew Kiss,2020-07-08T17:04:50,8147786,0,[],normal,34462.08,3.323888888888889,139858.608,13.489449074074075,0.2333333333333334,232510.05091363424,1.6624650726799326,3799.0400000000373,5184,4358,799,0.107,1295.241836,4682.91,1293.23,"[80, 75]",sectrobin,40,30,540,80,2,bb5c05b7360c8176ed3481ec98e5b85b141b944d,2020-07-08 15:19:46 +1000,"accessom2.nml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['revert to timestep = 540s', '2020-07-08 13:46:00: Run 132', 'update run summary', 'update run summary']",540,2019-01-01T00:00:00,md,md,855360,True,continue
,133,1991-04-01T00:00:00,1991-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output133,95.52,,,Andrew Kiss,2020-07-08T20:40:59,8154745,0,[],normal,34873.92,3.363611111111111,139974.71736263734,13.500647893772893,0.23888888888888893,232331.45870922966,1.6598101649122856,3850.2400000002235,5184,4358,799,0.105,1294.327603,4645.2,1289.09,"[80, 75]",sectrobin,40,30,540,80,2,8f3df1fe096f52ae26f1dd24cefd063fc11b62e5,2020-07-08 17:47:03 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-08 17:19:44: Run 133', 'update run summary']",540,2019-01-01T00:00:00,md,md,861840,True,continue
,134,1991-07-01T00:00:00,1991-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output134,95.907,,,Andrew Kiss,2020-07-09T00:18:05,8170674,0,[],normal,35591.04,3.432777777777778,141300.29739130437,13.628500905797104,0.18555555555555525,236071.38461538462,1.6707069197570739,3993.5999999996275,5184,4358,799,0.105,1314.458758,4686.94,1307.67,"[80, 75]",sectrobin,40,30,540,80,2,65005e4080a1a4d1d3d73f135d1287563892e50e,2020-07-08 21:19:16 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-08 20:52:40: Run 134', 'update run summary']",540,2019-01-01T00:00:00,md,md,868320,True,continue
,135,1991-10-01T00:00:00,1992-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output135,96.68,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart135,43.736,Andrew Kiss,2020-07-09T03:43:00,8185324,0,[],normal,35343.36,3.408888888888889,140316.98086956525,13.533659420289856,0.006388888888888999,248366.51516876777,1.770038904982159,3983.3600000003353,5184,4358,799,0.107,1335.751852,4592.33,1331.28,"[80, 75]",sectrobin,40,30,540,80,2,8f45a5d3130e2a8755d100eceb41b02085da75c7,2020-07-09 01:11:38 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-09 00:18:53: Run 135', 'update run summary']",540,2019-01-01T00:00:00,md,md,874800,True,continue
,136,1992-01-01T00:00:00,1992-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output136,95.815,,,Andrew Kiss,2020-07-09T07:07:13,8187102,0,[],normal,34816.32,3.3580555555555556,139743.52615384615,13.47834935897436,0.04555555555555557,245501.51375173428,1.7568006226024186,3880.9599999999627,5184,4358,799,0.106,1295.982198,4625.35,1289.43,"[80, 75]",sectrobin,40,30,540,80,2,8bf7330ff3c2f28c148671404f9777f7453dcdc0,2020-07-09 05:04:10 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-09 03:46:18: Run 136', 'update run summary', 'update run summary']",540,2019-01-01T00:00:00,md,md,881280,True,continue
,137,1992-04-01T00:00:00,1992-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output137,95.445,,,Andrew Kiss,2020-07-09T10:29:19,8190719,0,[],normal,34784.64,3.355,139616.370989011,13.466085164835164,0.013333333333333197,247847.01434933202,1.775200233279518,3962.8799999998882,5184,4358,799,0.105,1285.039156,4551.31,1280.0,"[80, 75]",sectrobin,40,30,540,80,2,374c0f3717e51b05e93ddef568073463616146a4,2020-07-09 08:06:28 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-09 07:08:42: Run 137', 'update run summary']",540,2019-01-01T00:00:00,md,md,887760,True,continue
,138,1992-07-01T00:00:00,1992-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output138,95.935,,,Andrew Kiss,2020-07-09T19:19:34,8224552,1,[8205180],normal,47977.92,4.6275,190477.55739130435,18.371677989130436,4.21,130293.64413012727,0.6840367228274601,3993.5999999996275,5184,4358,799,0.082,1396.494376,6030.55,1348.88,"[80, 75]",sectrobin,40,30,360,80,2,ee18a60791ff7dc81f924176e2f37f13d4c93bb7,2020-07-09 14:40:28 +1000,"accessom2.nml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-09 10:36:51: Run 138', 'update run summary', 'reduce timestep from 540 to 360 s to avoid remap transport: bad departure points error just after 1992-09-04T21:00:00']",360,2019-01-01T00:00:00,md,md,894240,True,continue
,139,1992-10-01T00:00:00,1993-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output139,96.688,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart139,43.729,Andrew Kiss,2020-07-09T22:59:51,8241736,0,[],normal,35280.0,3.4027777777777777,140065.4347826087,13.509397644927537,0.26861111111111136,230626.61723537865,1.6465633908417676,4003.839999999851,5184,4358,799,0.106,1321.388881,4570.24,1317.14,"[80, 75]",sectrobin,40,30,540,80,2,0bdda33c6ff6777729b9f4b0f4af99d4c2666c17,2020-07-09 20:00:19 +1000,"accessom2.nml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['revert to timestep = 540s', '2020-07-09 19:36:20: Run 139', 'update run summary']",540,2019-01-01T00:00:00,md,md,900720,True,continue
,140,1993-01-01T00:00:00,1993-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output140,95.657,,,Andrew Kiss,2020-07-10T02:26:31,8250650,0,[],normal,34248.96,3.3033333333333332,138993.696,13.406027777777778,0.1411111111111114,238637.91483870964,1.716897396833808,3993.5999999996275,5184,4358,799,0.104,1257.621373,4612.98,1252.44,"[80, 75]",sectrobin,40,30,540,80,2,797c8f3f4c1e9b1a4a66df961cebf1ab65aa106c,2020-07-09 23:39:59 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-09 23:08:50: Run 140', 'update run summary']",540,2019-01-01T00:00:00,md,md,907200,True,continue
,141,1993-04-01T00:00:00,1993-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output141,95.485,,,Andrew Kiss,2020-07-10T05:48:19,8258852,0,[],normal,34781.76,3.354722222222222,139604.81142857144,13.464970238095237,0.008611111111111125,248194.917740337,1.7778392821892495,4003.839999999851,5184,4358,799,0.106,1300.251548,4633.37,1297.41,"[80, 75]",sectrobin,40,30,540,80,2,6ab3a77cec17a5ca9b62e4e072abf978a936140d,2020-07-10 03:07:49 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-10 02:27:31: Run 141', 'update run summary']",540,2019-01-01T00:00:00,md,md,913680,True,continue
,142,1993-07-01T00:00:00,1993-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output142,95.904,,,Andrew Kiss,2020-07-10T09:11:47,8265522,0,[],normal,35136.0,3.388888888888889,139493.73913043478,13.454257246376812,0.0022222222222221255,248668.9384010485,1.7826530420016091,3973.1200000001118,5184,4358,799,0.105,1307.170962,4589.86,1297.86,"[80, 75]",sectrobin,40,30,540,80,2,f855161a7b85bf87feccb22f8d9667ba0a895c10,2020-07-10 06:32:21 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-10 05:48:53: Run 142', 'update run summary']",540,2019-01-01T00:00:00,md,md,920160,True,continue
,143,1993-10-01T00:00:00,1994-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output143,96.67,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart143,43.738,Andrew Kiss,2020-07-10T12:36:18,8280894,0,[],normal,35317.44,3.406388888888889,140214.07565217392,13.523734148550727,0.0022222222222221255,248669.77556841337,1.7735008016262446,4003.839999999851,5184,4358,799,0.108,1352.831858,4577.48,1348.19,"[80, 75]",sectrobin,40,30,540,80,2,8e56a867db417abca88ae546b24abcb77baa7d23,2020-07-10 09:47:29 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-10 09:12:21: Run 143', 'update run summary']",540,2019-01-01T00:00:00,md,md,926640,True,continue
,144,1994-01-01T00:00:00,1994-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output144,95.731,,,Andrew Kiss,2020-07-10T15:56:12,8292904,0,[],normal,34470.72,3.3247222222222224,139893.67200000002,13.492831018518519,0.006944444444444198,248313.34067033516,1.7750148174703368,3973.1200000001118,5184,4358,799,0.107,1306.686545,4602.64,1299.21,"[80, 75]",sectrobin,40,30,540,80,2,207e4b8c561b4ab8037ae1f3afc3b8412ce239fc,2020-07-10 13:57:56 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-10 12:37:09: Run 144', 'update run summary', 'update run summary']",540,2019-01-01T00:00:00,md,md,933120,True,continue
,145,1994-04-01T00:00:00,1994-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output145,95.647,,,Andrew Kiss,2020-07-10T19:18:22,8307069,0,[],normal,34862.4,3.3625,139928.4791208791,13.496188186813185,0.006944444444444642,248319.1558120363,1.7746148416114949,3983.3600000003353,5184,4358,799,0.106,1304.618693,4564.58,1299.32,"[80, 75]",sectrobin,40,30,540,80,2,bc76b59977c4f8856ef667025f249f7a65bb461e,2020-07-10 16:35:02 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-10 15:57:07: Run 145', 'update run summary']",540,2019-01-01T00:00:00,md,md,939600,True,continue
,146,1994-07-01T00:00:00,1994-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output146,96.048,,,Andrew Kiss,2020-07-10T22:46:10,8319661,0,[],normal,35498.88,3.423888888888889,140934.41217391304,13.593211050724639,0.03944444444444439,245998.01347449468,1.7454786923929775,3973.1200000001118,5184,4358,799,0.107,1340.070533,4698.25,1331.1,"[80, 75]",sectrobin,40,30,540,80,2,6e7674cb150d182c41836f327bebbbfea71a8c0d,2020-07-10 19:58:46 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-10 19:21:12: Run 146', 'update run summary']",540,2019-01-01T00:00:00,md,md,946080,True,continue
,147,1994-10-01T00:00:00,1995-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output147,96.813,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart147,43.759,Andrew Kiss,2020-07-11T02:12:16,8330429,0,[],normal,35565.12,3.430277777777778,141197.39217391307,13.618575634057972,0.004722222222222072,248489.92139737995,1.759876139152163,3993.5999999996275,5184,4358,799,0.109,1375.151848,4665.29,1373.83,"[80, 75]",sectrobin,40,30,540,80,2,c41019125e6208fae430a24f075b5cd0cf5348de,2020-07-10 23:28:59 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-10 22:46:52: Run 147', 'update run summary']",540,2019-01-01T00:00:00,md,md,952560,True,continue
,148,1995-01-01T00:00:00,1995-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output148,95.756,,,Andrew Kiss,2020-07-11T05:31:57,8335610,0,[],normal,34364.16,3.3144444444444443,139461.21600000001,13.45112037037037,0.013611111111111462,247814.3246807445,1.7769407996610647,3952.6399999996647,5184,4358,799,0.108,1310.729921,4573.05,1301.74,"[80, 75]",sectrobin,40,30,540,80,2,368403b291494215ea7d624661b20ab9541cbec8,2020-07-11 02:52:35 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-11 02:13:27: Run 148', 'update run summary']",540,2019-01-01T00:00:00,md,md,959040,True,continue
,149,1995-04-01T00:00:00,1995-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output149,95.5,,,Andrew Kiss,2020-07-11T08:53:35,8337527,0,[],normal,34735.68,3.350277777777778,139419.85846153845,13.44713141025641,0.010277777777777608,248070.98297239214,1.7793088137499948,3962.8799999998882,5184,4358,799,0.108,1326.121725,4592.32,1318.8,"[80, 75]",sectrobin,40,30,540,80,2,4d02f9cebbb8f5327e919f3ad31ccd2f5a13b9cd,2020-07-11 06:10:55 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-11 05:33:02: Run 149', 'update run summary']",540,2019-01-01T00:00:00,md,md,965520,True,continue
,150,1995-07-01T00:00:00,1995-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output150,95.667,,,Andrew Kiss,2020-07-11T12:18:27,8345043,0,[],normal,35311.68,3.4058333333333333,140191.20782608696,13.521528532608697,0.008611111111111125,248204.454279206,1.7704709027624181,4024.320000000298,5184,4358,799,0.105,1305.223056,4673.19,1293.63,"[80, 75]",sectrobin,40,30,540,80,2,20ab709d0c0bb99067caa69ec5c6b1d26980e870,2020-07-11 09:49:54 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-11 08:54:33: Run 150', 'update run summary']",540,2019-01-01T00:00:00,md,md,972000,True,continue
,151,1995-10-01T00:00:00,1996-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output151,96.595,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart151,43.748,Andrew Kiss,2020-07-11T18:42:25,8351024,1,[8347851],normal,47894.4,4.6194444444444445,190145.9739130435,18.339696557971017,1.7800000000000002,179619.59197847036,0.9446405216058531,3973.1200000001118,5184,4358,799,0.082,1393.381076,6024.05,1358.03,"[80, 75]",sectrobin,40,30,360,80,2,1b5fbda0ba1dd5d69d81d395731513edd13a678b,2020-07-11 14:03:57 +1000,"accessom2.nml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-11 12:19:53: Run 151', 'update run summary', 'reduce timestep to 360s to avoid Free surface penetrating rock error just after 1995-10-30T09:00:00']",360,2019-01-01T00:00:00,md,md,978480,True,continue
,152,1996-01-01T00:00:00,1996-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output152,95.998,,,Andrew Kiss,2020-07-11T22:11:21,8359551,0,[],normal,34827.84,3.359166666666667,139789.76439560438,13.482809065934067,0.12305555555555525,240038.7185705169,1.717140876575258,3983.3600000003353,5184,4358,799,0.108,1371.677532,4674.4,1324.0,"[80, 75]",sectrobin,40,30,540,80,2,abbaa0d60434cfd0f2777ff1afb98bcf46beb936,2020-07-11 20:08:28 +1000,"accessom2.nml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['revert to timestep = 540s', '2020-07-11 18:50:28: Run 152', 'update run summary', 'update run summary']",540,2019-01-01T00:00:00,md,md,984960,True,continue
,153,1996-04-01T00:00:00,1996-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output153,95.546,,,Andrew Kiss,2020-07-12T01:33:35,8367034,0,[],normal,34833.6,3.359722222222222,139812.8835164835,13.485038919413919,0.010833333333333695,248032.2268007252,1.7740298358947943,3993.5999999996275,5184,4358,799,0.109,1337.557782,4550.02,1331.0,"[80, 75]",sectrobin,40,30,540,80,2,f1cde36b1d1cf1aae854fae5588dc6702e896d48,2020-07-11 22:50:27 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-11 22:12:40: Run 153', 'update run summary']",540,2019-01-01T00:00:00,md,md,991440,True,continue
,154,1996-07-01T00:00:00,1996-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output154,96.012,,,Andrew Kiss,2020-07-12T04:59:24,8373065,0,[],normal,35357.76,3.410277777777778,140374.15043478264,13.53917346014493,0.020000000000000018,247381.20204065106,1.7622988368900838,3993.5999999996275,5184,4358,799,0.106,1324.652968,4693.67,1312.0,"[80, 75]",sectrobin,40,30,540,80,2,7fb2d6f2a7a88d6d587a7f7bb97896643ae7a368,2020-07-12 02:10:59 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-12 01:35:09: Run 154', 'update run summary']",540,2019-01-01T00:00:00,md,md,997920,True,continue
,155,1996-10-01T00:00:00,1997-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output155,96.656,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart155,43.753,Andrew Kiss,2020-07-12T08:24:20,8377062,0,[],normal,35305.92,3.4052777777777776,140168.34,13.519322916666667,0.010277777777778052,248083.23747560178,1.7698949525663341,3840.0,5184,4358,799,0.106,1320.402177,4667.83,1318.98,"[80, 75]",sectrobin,40,30,540,80,2,fc28da4a5a5b67a82b15f51bff21988e6eb6a1b3,2020-07-12 05:43:54 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-12 05:00:27: Run 155', 'update run summary']",540,2019-01-01T00:00:00,md,md,1004400,True,continue
,156,1997-01-01T00:00:00,1997-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output156,95.694,,,Andrew Kiss,2020-07-12T11:44:35,8378792,0,[],normal,34548.48,3.332222222222222,140209.24800000002,13.523268518518519,0.005277777777777715,248438.50786516856,1.77191241953718,3962.8799999998882,5184,4358,799,0.109,1322.148013,4630.05,1318.26,"[80, 75]",sectrobin,40,30,540,80,2,5f178f76c93aad72fbf79e44cc548124d7f06c39,2020-07-12 09:33:55 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-07-12 08:25:06: Run 156', 'update run summary', 'update run summary']",540,2019-01-01T00:00:00,md,md,1010880,True,continue
