,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,accessom2.nml -> accessom2_nml -> ice_ocean_timestep,accessom2.nml -> date_manager_nml -> forcing_end_date,ice/cice_in.nml -> icefields_nml -> f_aicen,ice/cice_in.nml -> icefields_nml -> f_vicen,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> restart,ice/cice_in.nml -> setup_nml -> runtype
,65,1974-04-01T00:00:00,1974-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output065,79.274,,,Andrew Kiss,2020-06-19T03:42:48,7375228,0,[],normal,29592.0,2.8541666666666665,118774.48351648351,11.455872252747252,0.012777777777777999,247722.9725801763,2.0856581754430223,3584.0,5184,4358,799,0.088,930.104847,3083.03,919.96,"[80, 75]",sectrobin,40,30,540,80,2,bf24acd7cb6b325a70038c7a3b1ae287474c97e1,2020-06-19 01:08:03 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-19 00:52:02: Run 65', 'update run summary']",540,2018-01-01T00:00:00,m,m,421200,True,continue
,66,1974-07-01T00:00:00,1974-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output066,79.48,,,Andrew Kiss,2020-06-19T06:37:56,7388893,0,[],normal,30101.76,2.9033333333333333,119507.25913043479,11.526548913043479,0.015555555555555767,247505.90635706126,2.071053324776898,3594.2400000002235,5184,4358,799,0.087,925.996032,3149.33,908.7,"[80, 75]",sectrobin,40,30,540,80,2,7d06e5b1d40b32a0a43acba7ca2cd34f65bccde2,2020-06-19 03:59:26 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-19 03:44:04: Run 66', 'update run summary']",540,2018-01-01T00:00:00,m,m,427680,True,continue
,67,1974-10-01T00:00:00,1975-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output067,79.916,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart067,43.713,Andrew Kiss,2020-06-19T09:33:58,7396294,0,[],normal,30300.48,2.9225,120296.19913043479,11.60264266304348,0.011388888888888893,247866.0738496497,2.060464716602504,3563.519999999553,5184,4358,799,0.09,973.880239,3098.12,953.26,"[80, 75]",sectrobin,40,30,540,80,2,76c287ee31de5bfe96feb6e9c1454d982f0474f3,2020-06-19 06:57:25 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-19 06:39:00: Run 67', 'update run summary']",540,2018-01-01T00:00:00,m,m,434160,True,continue
,68,1975-01-01T00:00:00,1975-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output068,79.011,,,Andrew Kiss,2020-06-19T12:25:16,7405329,0,[],normal,29355.84,2.8313888888888887,119135.784,11.490719907407406,0.02361111111111125,246774.13660245185,2.0713687216130783,3624.9599999999627,5184,4358,799,0.088,919.120385,3165.36,901.0,"[80, 75]",sectrobin,40,30,540,80,2,c610dc864f65674aa9b59f7d1dbcdde0b6321e62,2020-06-19 11:59:55 +1000,"manifests/restart.yaml, run_summary.py, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv, sync_data.sh","['2020-06-19 09:35:04: Run 68', 'update run summary', 'update run summary', 'improve run summary display in github - see https://github.com/aekiss/run_summary/issues/16']",540,2018-01-01T00:00:00,m,m,440640,True,continue
,69,1975-04-01T00:00:00,1975-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output069,79.266,,,Andrew Kiss,2020-06-19T18:21:42,7418748,1,[7413330],normal,30263.04,2.918888888888889,121467.86109890109,11.715650183150183,3.021666666666666,122263.47404844292,1.0065499873163488,3665.9199999999255,5184,4358,799,0.086,902.290604,3078.04,886.81,"[80, 75]",sectrobin,40,30,540,80,2,4376b2f2dc519b80b0526d32dc775f416df0cf07,2020-06-19 15:27:35 +1000,"manifests/restart.yaml, run_summary.py, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-19 12:25:23: Run 69', 'update run summary', 'update run_summary.py to include path information', '2020-06-19 15:27:35: Run 69']",540,2018-01-01T00:00:00,m,m,447120,True,continue
,70,1975-07-01T00:00:00,1975-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output070,79.589,,,Andrew Kiss,2020-06-19T21:16:56,7422849,0,[],normal,30176.64,2.9105555555555553,119804.54086956523,11.555221920289855,0.010000000000000231,247979.9977173293,2.069871441578433,3665.9199999999255,5184,4358,799,0.086,923.108122,3175.81,901.33,"[80, 75]",sectrobin,40,30,540,80,2,78df733b8810ee8a629c930f410db3d02798815d,2020-06-19 21:10:11 +1000,"config.yaml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv, sync_data.sh","['2020-06-19 18:22:45: Run 70', 'update run summary', 'collate restarts and sync only collated .nc files', 'update run summary']",540,2018-01-01T00:00:00,m,m,453600,True,continue
,71,1975-10-01T00:00:00,1976-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output071,80.026,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart071,43.745,Andrew Kiss,2020-06-20T00:11:10,7426181,0,[],normal,30018.24,2.895277777777778,119175.67565217393,11.49456748188406,0.008611111111111125,248094.1205280276,2.0817513235848137,3614.7199999997392,5184,4358,799,0.091,965.359191,3036.04,955.5,"[80, 75]",sectrobin,40,30,540,80,2,845a3bd84509842f3d37a1fcb12d3eee17cf1a3a,2020-06-19 21:23:40 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-19 21:17:50: Run 71', 'update run summary']",540,2018-01-01T00:00:00,m,m,460080,True,continue
,72,1976-01-01T00:00:00,1976-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output072,79.379,,,Andrew Kiss,2020-06-20T03:03:43,7436624,0,[],normal,29747.52,2.8691666666666666,119398.69978021977,11.516078296703297,0.006666666666666821,248255.16545928718,2.079211632256103,3635.2000000001863,5184,4358,799,0.088,923.740336,3116.98,908.04,"[80, 75]",sectrobin,40,30,540,80,2,90b3095f48c7d31862c1c33255a6181dab8f5141,2020-06-20 00:32:28 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-20 00:12:41: Run 72', 'update run summary']",540,2018-01-01T00:00:00,m,m,466560,True,continue
,73,1976-04-01T00:00:00,1976-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output073,79.206,,,Andrew Kiss,2020-06-20T10:14:52,7449030,2,"[7446043, 7448907]",normal,29407.68,2.836388888888889,118034.67164835165,11.384516941391942,4.349444444444444,98218.85469094283,0.8321186759730733,3461.1200000001118,5184,4358,799,0.085,888.619572,3099.08,873.81,"[80, 75]",sectrobin,40,30,540,80,2,44472aaa85bd57aa9fb3d1214e10eeb38284e403,2020-06-20 07:24:59 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['update run summary', '2020-06-20 04:06:05: Run 73', '2020-06-20 07:24:59: Run 73']",540,2018-01-01T00:00:00,m,m,473040,True,continue
,74,1976-07-01T00:00:00,1976-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output074,79.418,,,Andrew Kiss,2020-06-20T13:09:19,7451008,0,[],normal,30104.64,2.903611111111111,119518.69304347827,11.527651721014493,0.0038888888888890527,248499.17798796215,2.079165791225341,3635.2000000001863,5184,4358,799,0.085,913.071894,3131.04,897.06,"[80, 75]",sectrobin,40,30,540,80,2,92d41219009f87850091b2532a2a5a1865e330f3,2020-06-20 10:31:03 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-20 10:15:35: Run 74', 'update run summary']",540,2018-01-01T00:00:00,m,m,479520,True,continue
,75,1976-10-01T00:00:00,1977-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output075,79.829,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart075,43.716,Andrew Kiss,2020-06-20T16:03:17,7455033,0,[],normal,29995.2,2.8930555555555557,119084.2043478261,11.485745018115944,0.006388888888888555,248283.70185859362,2.0849423583785827,3655.679999999702,5184,4358,799,0.09,963.900732,3049.11,956.79,"[80, 75]",sectrobin,40,30,540,80,2,403b458f16f93c0a7095826d500afba0f8b369f2,2020-06-20 15:21:53 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-20 13:10:12: Run 75', 'update run summary', 'update run summary']",540,2018-01-01T00:00:00,m,m,486000,True,continue
,76,1977-01-01T00:00:00,1977-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output076,79.001,,,Andrew Kiss,2020-06-20T18:52:36,7456456,0,[],normal,29197.44,2.8161111111111112,118492.944,11.428717592592594,0.005833333333333357,248317.63126291957,2.0956322197794286,3563.519999999553,5184,4358,799,0.089,926.655465,3147.65,911.99,"[80, 75]",sectrobin,40,30,540,80,2,06dc05f10312eb11eb05cefcdb85b84b9fda7ebf,2020-06-20 17:36:02 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-20 16:04:02: Run 76', 'update run summary', 'update run summary']",540,2018-01-01T00:00:00,m,m,492480,True,continue
,77,1977-04-01T00:00:00,1977-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output077,79.194,,,Andrew Kiss,2020-06-20T21:44:31,7457922,0,[],normal,29666.88,2.861388888888889,119075.03208791208,11.484860347985348,0.0038888888888886086,248494.27358216193,2.086871355186373,3563.519999999553,5184,4358,799,0.089,937.081867,3101.97,923.72,"[80, 75]",sectrobin,40,30,540,80,2,a0a44fd4047a3731130293267fa37ffca3db7ba9,2020-06-20 19:09:53 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-20 18:53:11: Run 77', 'update run summary']",540,2018-01-01T00:00:00,m,m,498960,True,continue
,78,1977-07-01T00:00:00,1977-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output078,79.469,,,Andrew Kiss,2020-06-21T00:38:01,7461919,0,[],normal,29937.6,2.8875,118855.52608695652,11.463688858695654,0.00416666666666643,248473.45244956773,2.0905502725029437,3635.2000000001863,5184,4358,799,0.087,929.763687,3100.54,915.35,"[80, 75]",sectrobin,40,30,540,80,2,210b6a113719851d1f7878f827c8cf82ad871dea,2020-06-20 22:00:29 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-20 21:45:15: Run 78', 'update run summary', 'update run summary']",540,2018-01-01T00:00:00,m,m,505440,True,continue
,79,1977-10-01T00:00:00,1978-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output079,79.909,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart079,43.724,Andrew Kiss,2020-06-21T03:31:43,7466719,0,[],normal,29926.08,2.886388888888889,118809.79043478263,11.459277626811595,0.008611111111111125,248091.85492227983,2.0881431910147423,3563.519999999553,5184,4358,799,0.089,945.462204,3052.92,931.43,"[80, 75]",sectrobin,40,30,540,80,2,e2451b661c548629216441b138244a02e5a9c7cb,2020-06-21 00:55:32 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-21 00:38:56: Run 79', 'update run summary']",540,2018-01-01T00:00:00,m,m,511920,True,continue
,80,1978-01-01T00:00:00,1978-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output080,79.076,,,Andrew Kiss,2020-06-21T06:21:29,7468759,0,[],normal,29280.96,2.8241666666666667,118831.89600000001,11.461409722222223,0.005277777777777715,248367.85234635774,2.0900773336677023,3573.7599999997765,5184,4358,799,0.088,918.528846,3165.58,904.3,"[80, 75]",sectrobin,40,30,540,80,2,8017cf78290653a52873b38c131edf0000b71428,2020-06-21 03:46:46 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-21 03:32:22: Run 80', 'update run summary']",540,2018-01-01T00:00:00,m,m,518400,True,continue
,81,1978-04-01T00:00:00,1978-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output081,79.195,,,Andrew Kiss,2020-06-21T09:12:15,7470372,0,[],normal,29456.64,2.841111111111111,118231.18417582416,11.403470695970695,0.004999999999999893,248394.85613898106,2.100925046725301,3573.7599999997765,5184,4358,799,0.088,927.596806,3083.1,913.24,"[80, 75]",sectrobin,40,30,540,80,2,c2f69b4091f08be9f8eb6fe1c6ec483bc480b3f1,2020-06-21 06:36:20 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-21 06:22:09: Run 81', 'update run summary']",540,2018-01-01T00:00:00,m,m,524880,True,continue
,82,1978-07-01T00:00:00,1978-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output082,79.505,,,Andrew Kiss,2020-06-21T12:07:31,7472215,0,[],normal,30237.12,2.9163888888888887,120044.65304347826,11.57838088768116,0.004722222222222516,248429.7421072651,2.069477780216398,3584.0,5184,4358,799,0.088,940.467041,3202.72,925.95,"[80, 75]",sectrobin,40,30,540,80,2,0999afa9763f27d43f206787e964ea0f4fc5e41b,2020-06-21 09:27:28 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-21 09:12:54: Run 82', 'update run summary']",540,2018-01-01T00:00:00,m,m,531360,True,continue
,83,1978-10-01T00:00:00,1979-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output083,79.932,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart083,43.734,Andrew Kiss,2020-06-21T15:01:30,7474473,0,[],normal,30044.16,2.897777777777778,119278.58086956522,11.50449275362319,0.0019444444444443043,248665.14263818372,2.0847426321252653,3645.44000000041,5184,4358,799,0.087,936.657075,3086.13,923.04,"[80, 75]",sectrobin,40,30,540,80,2,317047da3df115433e40fea6f38268acdb30ac2c,2020-06-21 12:23:29 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-21 12:08:04: Run 83', 'update run summary']",540,2018-01-01T00:00:00,m,m,537840,True,continue
,84,1979-01-01T00:00:00,1979-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output084,79.136,,,Andrew Kiss,2020-06-21T17:51:05,7477071,0,[],normal,29269.44,2.8230555555555554,118785.144,11.456900462962963,0.0033333333333334103,248538.5371990172,2.0923368767311272,3594.2400000002235,5184,4358,799,0.089,927.455019,3098.97,914.46,"[80, 75]",sectrobin,40,30,540,80,2,5e895ba37ab36da16ab006a81ff8deb252f64ef1,2020-06-21 15:26:28 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-21 15:02:01: Run 84', 'update run summary', 'update run summary']",540,2018-01-01T00:00:00,m,m,544320,True,continue
,85,1979-04-01T00:00:00,1979-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output085,79.198,,,Andrew Kiss,2020-06-21T20:42:05,7478384,0,[],normal,29508.48,2.846111111111111,118439.25626373626,11.423539377289377,0.0038888888888890527,248492.46315789473,2.0980582874022837,3584.0,5184,4358,799,0.088,919.600363,3094.73,901.65,"[80, 75]",sectrobin,40,30,540,80,2,d085de5b626415d38de09149ade90cb8e1ea9d3a,2020-06-21 18:08:36 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-21 17:51:41: Run 85', 'update run summary']",540,2018-01-01T00:00:00,m,m,550800,True,continue
,86,1979-07-01T00:00:00,1979-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output086,79.348,,,Andrew Kiss,2020-06-21T23:37:22,7480000,0,[],normal,30225.6,2.915277777777778,119998.91739130435,11.573969655797104,0.006111111111111178,248311.48046020727,2.0692810056818147,3553.2800000002608,5184,4358,799,0.084,906.786957,3232.34,887.15,"[80, 75]",sectrobin,40,30,540,80,2,7209b539e75213266f1d3012ac76facf3e083168,2020-06-21 21:06:16 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-21 20:42:47: Run 86', 'update run summary']",540,2018-01-01T00:00:00,m,m,557280,True,continue
,87,1979-10-01T00:00:00,1980-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output087,79.731,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart087,43.711,Andrew Kiss,2020-06-22T02:31:36,7483143,0,[],normal,30070.08,2.9002777777777777,119381.48608695655,11.51441802536232,0.0036111111111112315,248522.56667304382,2.0817513235848137,3594.2400000002235,5184,4358,799,0.087,930.148115,3107.0,916.09,"[80, 75]",sectrobin,40,30,540,80,2,074e92a6e8661263c7ab54cacff0c64e64ea12dd,2020-06-21 23:54:29 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-21 23:37:57: Run 87', 'update run summary']",540,2018-01-01T00:00:00,m,m,563760,True,continue
,88,1980-01-01T00:00:00,1980-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output088,79.27,,,Andrew Kiss,2020-06-22T05:23:12,7486297,0,[],normal,29606.4,2.8555555555555556,118832.28131868131,11.461446886446886,0.004444444444444251,248445.31468531472,2.0907224192645137,3594.2400000002235,5184,4358,799,0.088,932.411057,3220.81,915.99,"[80, 75]",sectrobin,40,30,540,80,2,849599f9d90002d86767fedae9548646b8f3d7d9,2020-06-22 02:48:20 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-22 02:32:15: Run 88', 'update run summary']",540,2018-01-01T00:00:00,m,m,570240,True,continue
,89,1980-04-01T00:00:00,1980-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output089,79.045,,,Andrew Kiss,2020-06-22T08:14:17,7487582,0,[],normal,29534.4,2.848611111111111,118543.2923076923,11.433573717948716,0.002777777777777768,248589.59181685338,2.097036339868235,3594.2400000002235,5184,4358,799,0.086,903.021632,3184.92,891.03,"[80, 75]",sectrobin,40,30,540,80,2,8c33f3796fe2c03fb3b09b749f22ea4e4cd99dc7,2020-06-22 05:39:16 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-22 05:23:47: Run 89', 'update run summary']",540,2018-01-01T00:00:00,m,m,576720,True,continue
,90,1980-07-01T00:00:00,1980-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output090,79.43,,,Andrew Kiss,2020-06-22T11:21:49,7488332,0,[],normal,32371.2,3.1222222222222222,128517.18260869567,12.3955615942029,0.0033333333333334103,248566.6263775329,1.9341120100209426,3584.0,5184,4358,799,0.118,1348.154458,3070.63,914.01,"[80, 75]",sectrobin,40,30,540,80,2,6920ade7584708d1d35665011e730955a370d8a0,2020-06-22 11:21:44 +1000,"manifests/restart.yaml, run_summary.py, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-22 08:14:58: Run 90', 'update run summary', 'improve run_summary.py']",540,2018-01-01T00:00:00,m,m,583200,True,continue
,91,1980-10-01T00:00:00,1981-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output091,79.889,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart091,43.751,Andrew Kiss,2020-06-22T14:41:21,7495254,1,[7494116],normal,30150.72,2.9080555555555554,119701.63565217392,11.545296648550725,0.4175,217592.90076845977,1.8177938804506888,3655.679999999702,5184,4358,799,0.089,948.185298,3113.86,933.62,"[80, 75]",sectrobin,40,30,540,80,2,ebcd7ca26da4ffc58484784a533b1d05702dfc60,2020-06-22 11:38:56 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-22 11:22:28: Run 91', 'update run summary']",540,2018-01-01T00:00:00,m,m,589680,True,continue
,92,1981-01-01T00:00:00,1981-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output092,79.146,,,Andrew Kiss,2020-06-22T17:30:44,7503500,0,[],normal,29223.36,2.818611111111111,118598.13600000001,11.438863425925927,0.004444444444444251,248440.25425563316,2.0948074112702173,3573.7599999997765,5184,4358,799,0.088,917.474369,3055.31,900.83,"[80, 75]",sectrobin,40,30,540,80,2,512023a343c74d62974310cd54e8209ad5fad23a,2020-06-22 15:13:33 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-22 14:42:00: Run 92', 'update run summary']",540,2018-01-01T00:00:00,m,m,596160,True,continue
,93,1981-04-01T00:00:00,1981-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output093,79.115,,,Andrew Kiss,2020-06-22T20:23:25,7509252,0,[],normal,29430.72,2.838611111111111,118127.14813186813,11.393436355311355,0.03944444444444439,245421.69751954445,2.077606218390834,3614.7199999997392,5184,4358,799,0.087,909.597101,3039.07,896.01,"[80, 75]",sectrobin,40,30,540,80,2,40a8117502d366ce92c0a05f0785d92e2febc238,2020-06-22 17:54:46 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-22 17:33:35: Run 93', 'update run summary']",540,2018-01-01T00:00:00,m,m,602640,True,continue
,94,1981-07-01T00:00:00,1981-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output094,79.467,,,Andrew Kiss,2020-06-22T23:16:45,7518240,0,[],normal,29905.92,2.8844444444444446,118729.75304347827,11.451557971014495,0.004444444444444251,248449.18153846153,2.092560416995735,3563.519999999553,5184,4358,799,0.089,949.616423,3108.75,930.76,"[80, 75]",sectrobin,40,30,540,80,2,ec8011d070fa275e3c87b13143ac522493d7f7f8,2020-06-22 20:41:20 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-22 20:24:04: Run 94', 'update run summary']",540,2018-01-01T00:00:00,m,m,609120,True,continue
,95,1981-10-01T00:00:00,1982-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/output095,79.876,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf/restart095,43.746,Andrew Kiss,2020-06-23T02:09:53,7539675,0,[],normal,29868.48,2.8808333333333334,118581.11217391305,11.437221467391305,0.004722222222222072,248424.7855217559,2.094977698956069,3584.0,5184,4358,799,0.09,961.176892,3080.89,943.8,"[80, 75]",sectrobin,40,30,540,80,2,b23e9f2ba11c5ff08bdf93ece61f21f8eb28487b,2020-06-22 23:33:52 +1000,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf.csv","['2020-06-22 23:17:25: Run 95', 'update run summary']",540,2018-01-01T00:00:00,m,m,615600,True,continue
