,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,accessom2.nml -> accessom2_nml -> ice_ocean_timestep,accessom2.nml -> date_manager_nml -> restart_period,ice/cice_in.nml -> icefields_bgc_nml -> f_bgc_n_sk,ice/cice_in.nml -> icefields_bgc_nml -> f_bgc_nit_sk,ice/cice_in.nml -> icefields_bgc_nml -> f_ppnet,ice/cice_in.nml -> icefields_mechred_nml -> f_dardg2dt,ice/cice_in.nml -> icefields_nml -> f_albsni,ice/cice_in.nml -> icefields_nml -> f_fhocn_ai,ice/cice_in.nml -> icefields_nml -> f_fswabs_ai,ice/cice_in.nml -> icefields_nml -> f_meltl,ice/cice_in.nml -> icefields_nml -> f_sinz,ice/cice_in.nml -> icefields_nml -> f_tinz,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> use_restart_time
,763,1961-10-01T00:00:00,1962-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output763,122.573,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart763,70.843,Andrew Kiss,2021-12-01T12:55:19,32070449,0,[],normal,49223.68,2.026666666666667,195423.36000000002,8.04608695652174,0.058055555555555305,566679.0075949368,2.8997506111599796,13404.160000000149,12144,10461,1682,0.044,320.104322,3088.97,341.42,"[150, 100]",sectrobin,18,15,540,80,2,32a18e172bef28fbb0fe29ee9cf09fda2d9f4829,2021-12-01 11:37:18 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-01 10:55:11: Run 763', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,4944240,True
,764,1962-01-01T00:00:00,1962-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output764,121.598,,,Andrew Kiss,2021-12-01T14:52:16,32075323,0,[],normal,47219.92,1.9441666666666666,191634.17533333335,7.890076388888889,0.0050000000000001155,581416.7148353998,3.0339928346500242,13424.639999999665,12144,10461,1682,0.042,293.474639,3135.99,312.5,"[150, 100]",sectrobin,18,15,540,80,2,1a9b026bc23168e9cd9268c3208d1d1e19f8c89d,2021-12-01 13:37:40 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-01 12:56:33: Run 764', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,4950720,True
,765,1962-04-01T00:00:00,1962-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output765,121.436,,,Andrew Kiss,2021-12-01T16:49:20,32080691,0,[],normal,47280.64,1.9466666666666668,189772.01934065932,7.813406593406594,0.004444444444444251,581584.1822323463,3.0646466441838602,13557.759999999776,12144,10461,1682,0.042,291.30818,3162.26,312.09,"[150, 100]",sectrobin,18,15,540,80,2,31f77498b75abfca530084bb8d6c676fda6c8ea5,2021-12-01 14:53:18 +1100,manifests/restart.yaml,['2021-12-01 14:53:18: Run 765'],540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,4957200,True
,766,1962-07-01T00:00:00,1962-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output766,122.23,,,Andrew Kiss,2021-12-01T18:54:35,32085256,0,[],normal,49378.85,2.0330555555555554,196039.40176630436,8.071451539855072,0.05444444444444452,567708.9341317366,2.895891994245595,13434.879999999888,12144,10461,1682,0.04,292.832114,3263.0,316.95,"[150, 100]",sectrobin,18,15,540,80,2,07e53e1c04324af0f7226a338a2802273405d743,2021-12-01 16:53:19 +1100,manifests/restart.yaml,['2021-12-01 16:53:19: Run 766'],540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,4963680,True
,767,1962-10-01T00:00:00,1963-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output767,122.69,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart767,70.858,Andrew Kiss,2021-12-02T00:59:53,32093785,1,[32089133],normal,48852.61,2.011388888888889,193950.17176630438,7.9854325181159425,4.076944444444444,192575.30358609365,0.9929112298912148,13537.28000000026,12144,10461,1682,0.042,303.874323,3120.48,323.63,"[150, 100]",sectrobin,18,15,540,80,2,26b72697b0ad2d111e2ff74d2e0862c2b12a9ef4,2021-12-01 20:40:32 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-01 19:02:58: Run 767', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,4970160,True
,768,1963-01-01T00:00:00,1963-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output768,121.811,,,hakase hayashida,2021-12-02T08:59:11,32104669,1,[32098892],normal,48346.61,1.9905555555555556,196206.65891666667,8.078337962962964,5.997777777777777,145251.65533069058,0.7402993156943883,13486.080000000075,12144,10461,1682,0.045,319.822209,3178.78,338.95,"[150, 100]",sectrobin,18,15,540,80,2,f8132c2b97c4dd3720ebd360ee15547df1e0efb0,2021-12-02 08:11:14 +1100,"config.yaml, set_nextdate.sh",['add set_nextdate.sh to enable saving of daily-mean every five days by modifying the reference date. This script is executed during `payu init` as defined by `config.yaml`.'],540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,4976640,True
,769,1963-04-01T00:00:00,1963-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output769,121.582,,,Andrew Kiss,2021-12-02T11:00:22,32106491,0,[],normal,47935.07,1.9736111111111112,192398.72876373626,7.921554487179487,0.04611111111111099,569603.9125292257,2.960538856931293,13496.320000000298,12144,10461,1682,0.042,296.05168,3181.23,317.36,"[150, 100]",sectrobin,18,15,540,80,2,7945750a8d8f12a58eaea9cc697e1b2576c92055,2021-12-02 09:42:00 +1100,"config.yaml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv, set_nextdate.sh",,540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,4983120,True
,770,1963-07-01T00:00:00,1963-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output770,122.344,,,Andrew Kiss,2021-12-02T13:24:11,32110015,0,[],normal,56989.09,2.346388888888889,226252.88176630434,9.31541893115942,0.050555555555555465,570617.3804612353,2.522033646628305,13465.599999999627,12144,10461,1682,0.162,1395.106505,3206.71,743.72,"[150, 100]",sectrobin,18,15,540,80,2,308a1cb1e7719a5d45b3be922bf26f380ad081d6,2021-12-02 12:05:38 +1100,"config.yaml, manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv, set_nextdate.sh","['2021-12-02 11:04:10: Run 770', ""Merge branch '01deg_jra55v140_iaf_cycle4' of https://github.com/COSIMA/01deg_jra55_iaf into 01deg_jra55v140_iaf_cycle4"", 'update run summary', 'make set_nextdate.sh executable']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,4989600,True
,771,1963-10-01T00:00:00,1964-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output771,122.582,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart771,70.855,Andrew Kiss,2021-12-02T16:21:11,32116217,0,[],normal,56975.6,2.345833333333333,226199.325,9.313213315217391,0.604166666666667,463530.30508474575,2.0492117077924332,13383.679999999702,12144,10461,1682,0.177,1487.07446,3157.94,1124.96,"[150, 100]",sectrobin,18,15,540,80,2,c3b4ae33231e22894cd7052865a87f62060883f1,2021-12-02 14:13:34 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-02 14:01:21: Run 771', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,4996080,True
,772,1964-01-01T00:00:00,1964-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output772,121.907,,,Andrew Kiss,2021-12-02T18:54:54,32120469,0,[],normal,47874.35,1.971111111111111,192155.0146978022,7.911520146520146,0.5908333333333333,448481.38783476094,2.3339561995822873,13506.55999999959,12144,10461,1682,0.042,298.032652,3176.58,316.44,"[150, 100]",sectrobin,18,15,540,80,2,31b459451092e8d9d58b5dacabe143ec00cf1a79,2021-12-02 17:32:31 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-02 16:57:31: Run 772', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5002560,True
,773,1964-04-01T00:00:00,1964-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output773,121.298,,,Andrew Kiss,2021-12-02T21:24:24,32125538,0,[],normal,49210.19,2.026111111111111,197516.72414835164,8.132275641025641,0.4655555555555555,473997.81672240805,2.3997857334166595,13690.879999999888,12144,10461,1682,0.051,362.803371,3267.34,386.39,"[150, 100]",sectrobin,18,15,540,80,2,a6cc5cfd39334844977b375169c70d4d790f28e2,2021-12-02 19:44:20 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-02 19:23:40: Run 773', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5009040,True
,774,1964-07-01T00:00:00,1964-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output774,122.111,,,Andrew Kiss,2021-12-02T23:44:30,32137146,0,[],normal,50269.41,2.069722222222222,199575.0217663044,8.217022192028985,0.26527777777777795,516687.7259100643,2.5889398449626038,13527.040000000037,12144,10461,1682,0.041,303.104493,3351.21,324.67,"[150, 100]",sectrobin,18,15,540,80,2,4b5278e0dd8dea6cd753cd3279afe0c8e1e53819,2021-12-02 22:13:26 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-02 21:41:11: Run 774', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5015520,True
,775,1964-10-01T00:00:00,1965-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output775,122.599,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart775,70.862,Andrew Kiss,2021-12-03T01:51:19,32144700,0,[],normal,49001.04,2.0175,194539.45500000002,8.009694293478262,0.09611111111111104,556405.5534235773,2.8601167481608156,13475.839999999851,12144,10461,1682,0.048,348.925117,3087.91,370.58,"[150, 100]",sectrobin,18,15,540,80,2,77345c4425faf94bbfbdd0cac98bbace0149b259,2021-12-03 00:33:02 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-02 23:51:04: Run 775', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5022000,True
,776,1965-01-01T00:00:00,1965-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output776,121.569,,,Andrew Kiss,2021-12-03T04:20:25,32151483,0,[],normal,58520.59,2.4094444444444445,237496.06108333333,9.778328703703705,0.07555555555555538,565188.7967806841,2.3797817707063738,13404.160000000149,12144,10461,1682,0.223,1920.04366,3216.73,2080.13,"[150, 100]",sectrobin,18,15,540,80,2,71ba4731a578cc328589b3803e1e72ff0972d4ed,2021-12-03 02:43:23 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-03 01:56:46: Run 776', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5028480,True
,777,1965-04-01T00:00:00,1965-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output777,121.351,,,Andrew Kiss,2021-12-03T06:26:49,32159326,0,[],normal,50147.97,2.064722222222222,201280.72574175824,8.287250457875457,0.04194444444444434,571305.9873417722,2.838354170457204,13619.200000000186,12144,10461,1682,0.074,551.895138,3216.8,314.81,"[150, 100]",sectrobin,18,15,540,80,2,6193828a1fd58b2c291c6218c5748d691ba3a65f,2021-12-03 05:06:07 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-03 04:23:46: Run 777', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5034960,True
,778,1965-07-01T00:00:00,1965-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output778,122.141,,,Andrew Kiss,2021-12-03T08:31:30,32164897,0,[],normal,49810.64,2.0508333333333333,197753.65500000003,8.14203125,0.02722222222222248,575275.9385108942,2.909053380130416,13424.639999999665,12144,10461,1682,0.043,315.65081,3281.34,331.74,"[150, 100]",sectrobin,18,15,540,80,2,4ed3c20f164d0ef06970f400d4856c60e8abb805,2021-12-03 07:12:56 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-03 06:29:19: Run 778', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5041440,True
,779,1965-10-01T00:00:00,1966-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output779,122.594,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart779,70.837,Andrew Kiss,2021-12-03T11:01:42,32168887,0,[],normal,60173.52,2.4775,238895.415,9.835944293478262,0.025833333333333375,576896.5965379494,2.4148500151748387,13496.320000000298,12144,10461,1682,0.211,1826.682167,3067.43,829.16,"[150, 100]",sectrobin,18,15,540,80,2,40e87883b03789104ba3506c1f4a99453f7bff53,2021-12-03 09:14:41 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-03 08:33:49: Run 779', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5047920,True
,780,1966-01-01T00:00:00,1966-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output780,121.628,,,Andrew Kiss,2021-12-03T14:18:40,32181053,0,[],normal,79010.21,3.2530555555555556,320649.7689166667,13.201983796296297,0.029722222222221983,577634.2988661365,1.8014492909747184,13404.160000000149,12144,10461,1682,0.126,954.316796,3126.45,952.32,"[150, 100]",sectrobin,18,15,540,80,2,7ef937fd686d9beaeccf7316d803980f05c4e554,2021-12-03 12:12:15 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['update run summary', '2021-12-03 12:12:15: Run 780']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5054400,True
,781,1966-04-01T00:00:00,1966-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output781,121.415,,,Andrew Kiss,2021-12-03T16:27:16,32201304,0,[],normal,50998.05,2.0997222222222223,204692.72266483516,8.427731227106227,0.04361111111111127,571051.2597200621,2.7897975672300976,13598.71999999974,12144,10461,1682,0.103,769.126758,3184.73,774.13,"[150, 100]",sectrobin,18,15,540,80,2,54064f8198bfa89999325a1b73e5717899b053c9,2021-12-03 15:11:26 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-03 14:22:08: Run 781', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5060880,True
,782,1966-07-01T00:00:00,1966-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output782,122.255,,,Andrew Kiss,2021-12-03T20:41:36,32208412,0,[],normal,52664.48,2.1683333333333334,209083.71000000002,8.608519021739133,2.0705555555555555,298178.96933158586,1.4261224336012872,13475.839999999851,12144,10461,1682,0.104,800.410494,3231.54,823.16,"[150, 100]",sectrobin,18,15,540,80,2,36ec27c807966e6ef766563532b9a7af9067c011,2021-12-03 18:32:37 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['update run summary', '2021-12-03 18:32:37: Run 782']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5067360,True
,783,1966-10-01T00:00:00,1967-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output783,122.661,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart783,70.826,Andrew Kiss,2021-12-03T22:51:21,32218832,0,[],normal,51922.35,2.137777777777778,206137.37323369566,8.487210144927538,0.02472222222222209,576248.0462427745,2.7954564337515277,13455.360000000335,12144,10461,1682,0.094,705.123733,3098.38,726.93,"[150, 100]",sectrobin,18,15,540,80,2,45643d5cbe8ba177e43fccc57beaa38b5f539638,2021-12-03 21:32:19 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-03 20:43:46: Run 783', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5073840,True
,784,1967-01-01T00:00:00,1967-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output784,121.675,,,Andrew Kiss,2021-12-04T01:21:23,32225640,0,[],normal,47550.51,1.9577777777777778,192975.81975000002,7.945314814814815,0.5427777777777778,456383.47744945565,2.3649775295200195,13496.320000000298,12144,10461,1682,0.044,305.45266,3157.18,324.66,"[150, 100]",sectrobin,18,15,540,80,2,610d9b09b25e17359f537c424cc793a8eece4138,2021-12-03 23:59:48 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-03 23:24:55: Run 784', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5080320,True
,785,1967-04-01T00:00:00,1967-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output785,121.428,,,Andrew Kiss,2021-12-04T03:40:17,32233943,0,[],normal,54081.28,2.2266666666666666,217067.9947252747,8.937252747252746,0.08833333333333337,560669.8574514039,2.5829227296313215,13547.519999999553,12144,10461,1682,0.152,1212.401656,3168.18,1117.11,"[150, 100]",sectrobin,18,15,540,80,2,52c3bb8d19ab580d09fc076e89e39c9142c356d9,2021-12-04 02:09:02 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-04 01:27:32: Run 785', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5086800,True
,786,1967-07-01T00:00:00,1967-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output786,122.157,,,Andrew Kiss,2021-12-04T05:51:43,32238912,0,[],normal,49264.16,2.0283333333333333,195584.07000000004,8.052703804347827,0.16222222222222227,539744.2840476795,2.7596536059796657,13434.879999999888,12144,10461,1682,0.044,315.205886,3210.92,337.21,"[150, 100]",sectrobin,18,15,540,80,2,c7ff6882bf0f2d334c6651d614a52e22c2741fc9,2021-12-04 04:23:56 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-04 03:50:54: Run 786', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5093280,True
,787,1967-10-01T00:00:00,1968-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output787,122.683,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart787,70.844,Andrew Kiss,2021-12-04T08:03:37,32242504,0,[],normal,52185.47,2.1486111111111112,207181.98823369568,8.530219655797103,0.049722222222222,569727.6482183472,2.749889858068694,13434.879999999888,12144,10461,1682,0.104,796.91283,3137.36,694.22,"[150, 100]",sectrobin,18,15,540,80,2,16d60181caed8ebfd140405e30cb7032c826afe4,2021-12-04 06:35:32 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-04 05:55:31: Run 787', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5099760,True
,788,1968-01-01T00:00:00,1968-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output788,122.041,,,Andrew Kiss,2021-12-04T10:02:07,32246351,0,[],normal,47921.57,1.9730555555555556,192344.54332417581,7.919324633699634,0.0019444444444445264,582338.0658227848,3.027577781821017,13557.759999999776,12144,10461,1682,0.05,353.1883,3155.42,375.42,"[150, 100]",sectrobin,18,15,540,80,2,17fc4286db84c3f2b120c13dae257b655793df5f,2021-12-04 08:46:09 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-04 08:04:36: Run 788', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5106240,True
,789,1968-04-01T00:00:00,1968-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output789,121.582,,,Andrew Kiss,2021-12-04T12:01:22,32249955,0,[],normal,48204.93,1.9847222222222223,193481.8756318681,7.966151556776556,0.002777777777777768,582097.2679245282,3.0085364121240294,13670.400000000373,12144,10461,1682,0.046,325.767381,3231.59,349.76,"[150, 100]",sectrobin,18,15,540,80,2,5fb0a15fa378cdbf38eb7cbd2db86a327c427aa2,2021-12-04 10:52:24 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-04 10:03:07: Run 789', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5112720,True
,790,1968-07-01T00:00:00,1968-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output790,122.222,,,Andrew Kiss,2021-12-04T14:09:25,32254805,0,[],normal,51780.67,2.1319444444444446,205574.88823369567,8.464051177536234,0.0022222222222221255,582305.074580242,2.8325690923800133,13496.320000000298,12144,10461,1682,0.089,672.490551,3238.93,696.19,"[150, 100]",sectrobin,18,15,540,80,2,2ec45f9d57b21b42cfb4bbae45bcf704cb1f4ae8,2021-12-04 12:44:35 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-04 12:02:48: Run 790', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5119200,True
,791,1968-10-01T00:00:00,1969-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output791,122.678,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart791,70.853,Andrew Kiss,2021-12-04T16:27:21,32259662,0,[],normal,54540.05,2.2455555555555557,216529.9267663044,8.91509963768116,0.05333333333333323,569388.6321894636,2.6296070972396866,13424.639999999665,12144,10461,1682,0.041,311.193345,3473.07,334.94,"[150, 100]",sectrobin,18,15,540,80,2,dd8949ecbfc1b4f72ce92b562f2764d55cdf0478,2021-12-04 15:01:12 +1100,"manifests/restart.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2021-12-04 14:21:32: Run 791', 'update run summary']",540,"[0, 3, 0]",m,m,m,x,x,x,x,x,x,x,5125680,True
