,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,accessom2.nml -> accessom2_nml -> ice_ocean_timestep,accessom2.nml -> date_manager_nml -> restart_period,ice/cice_in.nml -> icefields_bgc_nml -> f_bgc_n_sk,ice/cice_in.nml -> icefields_bgc_nml -> f_bgc_nit_sk,ice/cice_in.nml -> icefields_bgc_nml -> f_ppnet,ice/cice_in.nml -> icefields_mechred_nml -> f_dardg2dt,ice/cice_in.nml -> icefields_nml -> f_albsni,ice/cice_in.nml -> icefields_nml -> f_fhocn_ai,ice/cice_in.nml -> icefields_nml -> f_fswabs_ai,ice/cice_in.nml -> icefields_nml -> f_meltl,ice/cice_in.nml -> icefields_nml -> f_sinz,ice/cice_in.nml -> icefields_nml -> f_tinz,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> use_restart_time
,875,1989-10-01T00:00:00,1990-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output875,347.128,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart875,70.747,Andrew Kiss,2022-03-09T08:53:18,36405601,0,[],normal,56381.89,2.321388888888889,223842.23176630438,9.216166213768117,0.007222222222222019,581104.0553501134,2.5960429842246984,14571.519999999553,12144,10461,1682,0.043,358.541118,3892.37,384.91,"[150, 100]",sectrobin,18,15,540,80,2,d25207f380a32d42934fa67e97a4b92617157aab,2022-03-09 06:34:45 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-09 06:34:45: Run 875'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5670000,True
,876,1990-01-01T00:00:00,1990-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output876,344.255,,,Andrew Kiss,2022-03-09T11:10:45,36407420,0,[],normal,54809.92,2.256666666666667,222436.92533333335,9.158305555555557,0.03416666666666668,574218.1506002182,2.5814875373759207,14714.879999999888,12144,10461,1682,0.043,344.583044,3928.62,369.08,"[150, 100]",sectrobin,18,15,540,80,2,68ce2642b8b7bf1289577f1f4a831c4ac2d20f84,2022-03-09 08:56:10 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-09 08:56:10: Run 876'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5676480,True
,877,1990-04-01T00:00:00,1990-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output877,345.482,,,Andrew Kiss,2022-03-09T13:49:31,36410697,0,[],normal,63283.73,2.6055555555555556,254004.2020054945,10.45801282051282,0.04055555555555568,573977.9836237665,2.2597184577731926,14766.080000000075,12144,10461,1682,0.038,336.01188,4086.83,360.45,"[150, 100]",sectrobin,18,15,540,80,2,0cd1788d441c20950bca5ad85622a31cb03e131d,2022-03-09 11:22:09 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-09 11:22:08: Run 877'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5682960,True
,878,1990-07-01T00:00:00,1990-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output878,351.858,,,Andrew Kiss,2022-03-09T16:42:18,36415210,0,[],normal,61003.36,2.5116666666666667,242189.97000000003,9.971589673913044,0.36805555555555536,508410.36982733675,2.0992214080018954,14848.0,12144,10461,1682,0.038,338.476726,4512.4,361.33,"[150, 100]",sectrobin,18,15,540,80,2,969c7f6768e4d54342a939b3e603a2771f39de20,2022-03-09 15:05:57 +1100,"config.yaml, lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml","['2022-03-09 14:12:37: Run 878', 'enable sync_data.sh']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5689440,True
,879,1990-10-01T00:00:00,1991-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output879,347.056,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart879,70.74,Andrew Kiss,2022-03-09T19:21:53,36421499,0,[],normal,60362.43,2.4852777777777777,239645.40823369566,9.866822916666667,0.17444444444444462,544680.3083028721,2.2728593563191275,14796.799999999814,12144,10461,1682,0.037,327.660244,4677.71,357.1,"[150, 100]",sectrobin,18,15,540,80,2,27cd950a0c2a4c31d19e6d6f7fcbe5de292fac41,2022-03-09 16:53:51 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv",['2022-03-09 16:53:51: Run 879'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5695920,True
,880,1991-01-01T00:00:00,1991-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output880,344.205,,,Andrew Kiss,2022-03-10T23:22:15,36481238,2,"[36427274, 36470243]",normal,69126.35,2.846111111111111,280537.7704166667,11.550467592592593,25.16,59238.22816448791,0.2111595457413979,14755.839999999851,12144,10461,1682,0.229,2359.769534,3920.2,923.98,"[150, 100]",sectrobin,18,15,540,80,2,154c007299ae64b52a9da43e502b34d9981c2e1d,2022-03-10 17:22:31 +1100,"config.yaml, lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv, sync_dirs.sh","['2022-03-09 19:23:34: Run 880', 'update run summary', 'update run summary', 'update run summary', 'improve sync_dirs.sh', '2022-03-10 17:22:31: Run 880']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5702400,True
,881,1991-04-01T00:00:00,1991-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output881,345.649,,,Andrew Kiss,2022-03-11T01:58:40,36491103,0,[],normal,58979.36,2.4283333333333332,236727.59604395603,9.74668956043956,0.17861111111111105,542974.6088438998,2.2936684100956244,14960.639999999665,12144,10461,1682,0.04,346.387692,4689.93,375.65,"[150, 100]",sectrobin,18,15,540,80,2,c580d499fa36e4c1e058f94d51b8d85236d39c0c,2022-03-11 01:14:06 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-10 23:34:00: Run 881', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5708880,True
,882,1991-07-01T00:00:00,1991-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output882,351.85,,,Andrew Kiss,2022-03-11T04:32:11,36496758,0,[],normal,60632.29,2.4963888888888888,240716.78176630437,9.910935235507246,0.06222222222222218,568736.2779285638,2.3626781388291875,14766.080000000075,12144,10461,1682,0.037,330.20373,4759.04,360.66,"[150, 100]",sectrobin,18,15,540,80,2,aa18fab410ea67619845856e05cba594b2753914,2022-03-11 03:46:15 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-11 02:02:28: Run 882', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5715360,True
,883,1991-10-01T00:00:00,1992-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output883,346.993,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart883,70.732,Andrew Kiss,2022-03-11T06:58:30,36498620,0,[],normal,59026.59,2.430277777777778,234341.97823369567,9.648466938405798,0.008333333333333304,580920.0792801002,2.4789416034577565,14766.080000000075,12144,10461,1682,0.038,329.702296,4493.57,358.58,"[150, 100]",sectrobin,18,15,540,80,2,b79e414384a48cb9c79bff6e43dea298d9a0fbcf,2022-03-11 06:13:58 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-11 04:33:29: Run 883', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5721840,True
,884,1992-01-01T00:00:00,1992-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output884,345.033,,,Andrew Kiss,2022-03-11T09:23:32,36499931,0,[],normal,58439.63,2.406111111111111,234561.26217032966,9.657495421245422,0.011111111111111072,580232.593886463,2.4736931772865356,14714.879999999888,12144,10461,1682,0.04,341.236836,4626.54,369.74,"[150, 100]",sectrobin,18,15,540,80,2,92bde79f919129d454104fa67fe5d645f97e0cf8,2022-03-11 06:59:57 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-11 06:59:57: Run 884'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5728320,True
,885,1992-04-01T00:00:00,1992-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output885,345.45,,,Andrew Kiss,2022-03-11T12:15:34,36502095,0,[],normal,56051.31,2.307777777777778,224975.17557692307,9.262811355311355,0.5594444444444444,469175.8558418911,2.0854561159414295,14919.679999999702,12144,10461,1682,0.042,346.325655,4005.77,360.79,"[150, 100]",sectrobin,18,15,540,80,2,a1b2e098a512b9ecab153af6997ec1ae0cdbeeb1,2022-03-11 12:07:10 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-11 09:58:19: Run 885', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5734800,True
,886,1992-07-01T00:00:00,1992-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output886,351.786,,,Andrew Kiss,2022-03-11T15:29:56,36510250,0,[],normal,59019.84,2.43,234315.18,9.647364130434784,0.8094444444444444,437258.97581889894,1.8661145889860782,14807.040000000037,12144,10461,1682,0.055,477.422454,4170.98,502.67,"[150, 100]",sectrobin,18,15,540,80,2,f25c1f429a85121e35010a613825113c92b9f213,2022-03-11 14:05:20 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-11 13:05:02: Run 886', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5741280,True
,887,1992-10-01T00:00:00,1993-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output887,346.842,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart887,70.719,Andrew Kiss,2022-03-11T18:16:27,36519480,0,[],normal,57832.43,2.381111111111111,229601.03323369566,9.453269927536233,0.39416666666666655,500122.30527474725,2.1782232345866923,14776.320000000298,12144,10461,1682,0.045,381.469673,3395.85,401.26,"[150, 100]",sectrobin,18,15,540,80,2,7374380833a3c784efe33a4e9f6b6db69c20bbe6,2022-03-11 17:21:15 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-11 15:54:34: Run 887', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5747760,True
,888,1993-01-01T00:00:00,1993-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output888,344.27,,,Andrew Kiss,2022-03-11T22:21:11,36529705,0,[],normal,55484.59,2.2844444444444445,225174.96108333333,9.271037037037038,1.7944444444444443,326468.84881503676,1.449845254749334,14827.519999999553,12144,10461,1682,0.043,351.496157,3993.06,376.19,"[150, 100]",sectrobin,18,15,540,80,2,842dcc49adad4acb1294380fa06f3310c7cc83c0,2022-03-11 20:06:40 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-11 20:05:03: Run 888', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5754240,True
,889,1993-04-01T00:00:00,1993-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output889,345.373,,,Andrew Kiss,2022-03-12T01:52:10,36544869,0,[],normal,55767.95,2.296111111111111,223837.84326923074,9.215984432234432,1.2202777777777776,380626.50130342046,1.7004564364284251,14929.919999999925,12144,10461,1682,0.042,345.361414,4030.45,366.53,"[150, 100]",sectrobin,18,15,540,80,2,53bf90b3b8e308c682690b384c3bdfb139cfe7ec,2022-03-12 00:13:31 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-11 23:35:36: Run 889', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5760720,True
,890,1993-07-01T00:00:00,1993-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output890,351.822,,,Andrew Kiss,2022-03-12T04:14:53,36559233,0,[],normal,57555.81,2.3697222222222223,228502.82176630435,9.408054800724639,0.008888888888888946,580733.619525867,2.541472420501652,14755.839999999851,12144,10461,1682,0.044,371.05176,4000.77,393.6,"[150, 100]",sectrobin,18,15,540,80,2,dd8eb908971cad309fb46d014526b9212c1e6d37,2022-03-12 03:37:36 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-12 01:54:35: Run 890', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5767200,True
,891,1993-10-01T00:00:00,1994-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output891,346.962,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart891,70.722,Andrew Kiss,2022-03-12T11:01:12,36577540,0,[],normal,56759.71,2.3369444444444443,225342.21823369566,9.277923460144928,4.4350000000000005,201158.33069445012,0.8926792869582691,14714.879999999888,12144,10461,1682,0.043,360.489301,3931.45,378.95,"[150, 100]",sectrobin,18,15,540,80,2,ded8fb090e3f4bdca5f48cd49565923d9a73e254,2022-03-12 08:41:58 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['update run summary', '2022-03-12 08:41:57: Run 891']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5773680,True
,892,1994-01-01T00:00:00,1994-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output892,344.306,,,Andrew Kiss,2022-03-12T13:18:12,36581024,0,[],normal,55261.95,2.2752777777777777,224271.41375,9.233835648148148,0.008055555555555483,580855.5328467153,2.589966876002338,14714.879999999888,12144,10461,1682,0.042,339.302344,3978.24,366.08,"[150, 100]",sectrobin,18,15,540,80,2,4661075486ba06c3b21d7f8db3d3e3b36055fcd0,2022-03-12 13:05:37 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-12 11:02:39: Run 892', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5780160,True
,893,1994-04-01T00:00:00,1994-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output893,345.602,,,Andrew Kiss,2022-03-12T15:35:43,36585283,0,[],normal,55518.32,2.285833333333333,222835.89428571428,9.174732142857142,0.006111111111111178,581357.7563931645,2.608905348290805,14878.71999999974,12144,10461,1682,0.044,360.31667,3993.64,393.42,"[150, 100]",sectrobin,18,15,540,80,2,1089e2bbb9221cbb5f61fcc54a2201e6d66e5f04,2022-03-12 15:17:11 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-12 13:19:40: Run 893', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5786640,True
,894,1994-07-01T00:00:00,1994-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output894,352.017,,,Andrew Kiss,2022-03-12T17:57:49,36587255,0,[],normal,57400.64,2.3633333333333333,227886.78000000003,9.382690217391305,0.004999999999999893,581681.3624208304,2.5525015642453255,14827.519999999553,12144,10461,1682,0.04,340.658153,4114.73,367.08,"[150, 100]",sectrobin,18,15,540,80,2,14d55c0df7efc6be6089f9e159794cf9d3b5ae04,2022-03-12 17:18:58 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-12 15:36:53: Run 894', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5793120,True
,895,1994-10-01T00:00:00,1995-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output895,347.175,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart895,70.736,Andrew Kiss,2022-03-12T20:20:25,36592133,0,[],normal,57569.31,2.370277777777778,228556.41823369567,9.410260416666668,0.006388888888888555,581345.0659186536,2.543551699013049,14858.240000000224,12144,10461,1682,0.043,351.861783,3823.56,374.5,"[150, 100]",sectrobin,18,15,540,80,2,702e6187200af9223131bf48c7c802b4aaf18f78,2022-03-12 17:59:21 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-12 17:59:20: Run 895'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5799600,True
,896,1995-01-01T00:00:00,1995-04-01T00:00:00,"[0, 3, 0, 0]",90.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output896,344.287,,,Andrew Kiss,2022-03-12T22:35:41,36596875,0,[],normal,54607.52,2.2483333333333335,221615.51866666667,9.124486111111112,0.006111111111110734,581331.9034006901,2.6231552144824075,14704.639999999665,12144,10461,1682,0.042,341.051784,3893.36,362.91,"[150, 100]",sectrobin,18,15,540,80,2,30a1e8185c0a1bc86b61ee5bcde70d75829f1e5b,2022-03-12 20:21:41 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-12 20:21:41: Run 896'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5806080,True
,897,1995-04-01T00:00:00,1995-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output897,345.54,,,Andrew Kiss,2022-03-13T10:47:30,36615756,0,[],normal,56166.0,2.3125,225435.51098901097,9.28176510989011,9.884444444444444,110518.17167323327,0.4902429576794606,14796.799999999814,12144,10461,1682,0.042,345.099117,4020.87,362.74,"[150, 100]",sectrobin,18,15,540,80,2,de1243de446b35b31d62d54f735630b66ee29b3f,2022-03-13 08:29:54 +1100,"config.yaml, lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['update run summary', 'update run summary', '2022-03-13 08:29:53: Run 897']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5812560,True
,898,1995-07-01T00:00:00,1995-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output898,351.798,,,Andrew Kiss,2022-03-13T13:09:59,36618901,0,[],normal,57171.25,2.3538888888888887,226976.07676630438,9.345194746376812,0.02083333333333348,577798.1050415253,2.545634382589267,14592.0,12144,10461,1682,0.041,341.171403,4012.88,361.2,"[150, 100]",sectrobin,18,15,540,80,2,c67f6f383681d5082913a1ecfc5c85c5caa101db,2022-03-13 10:49:31 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml",['2022-03-13 10:49:31: Run 898'],540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5819040,True
,899,1995-10-01T00:00:00,1996-01-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output899,347.091,/scratch/v45/aek156/access-om2/archive/01deg_jra55v140_iaf_cycle4/restart899,70.744,Andrew Kiss,2022-03-13T18:23:47,36624955,1,[36621330],normal,77249.33,3.1805555555555554,306688.23676630436,12.627151268115943,2.049444444444445,354490.23326959845,1.1558651124259425,14592.0,12144,10461,1682,0.03,345.505383,5277.76,367.62,"[150, 100]",sectrobin,18,15,360,80,2,53b3afe289391e39e33bf4643c10ac71e035451e,2022-03-13 15:40:52 +1100,"accessom2.nml, lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, resubmit.log, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-13 13:25:50: Run 899', 'reduce timestep to 360s to avoid Free surface penetrating rock error just after 1995-10-30T06:00:00', 'update run summary']",360,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5825520,True
,900,1996-01-01T00:00:00,1996-04-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output900,345.406,,,Andrew Kiss,2022-03-13T22:22:48,36632457,0,[],normal,55923.12,2.3025,224460.65472527474,9.241627747252748,1.681111111111111,336919.152639286,1.5010165280487715,14530.55999999959,12144,10461,1682,0.05,409.533627,3951.71,435.06,"[150, 100]",sectrobin,18,15,540,80,2,98dfb36e4999019d5fe4da6e0e20f1280a449d68,2022-03-13 20:09:06 +1100,"accessom2.nml, lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['revert to timestep = 540s', '2022-03-13 20:05:38: Run 900', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5832000,True
,901,1996-04-01T00:00:00,1996-07-01T00:00:00,"[0, 3, 0, 0]",91.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output901,350.038,,,Andrew Kiss,2022-03-14T00:41:27,36637263,0,[],normal,55943.36,2.3033333333333332,224541.89274725274,9.244972527472527,0.007500000000000284,581020.1110710423,2.5875800010515007,14888.959999999963,12144,10461,1682,0.048,390.574743,4029.62,418.36,"[150, 100]",sectrobin,18,15,540,80,2,131ed957ae136c771c76f5161dda543a75d6ebf6,2022-03-14 00:04:04 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-13 22:24:04: Run 901', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5838480,True
,902,1996-07-01T00:00:00,1996-10-01T00:00:00,"[0, 3, 0, 0]",92.0,/home/156/aek156/payu/01deg_jra55v140_iaf_cycle4,/g/data/ik11/outputs/access-om2-01/01deg_jra55v140_iaf_cycle4/output902,347.534,,,Andrew Kiss,2022-03-14T03:02:56,36640763,0,[],normal,57124.03,2.3519444444444444,226788.60823369568,9.33747509057971,0.006111111111111178,581401.3655318647,2.5636268508370414,14766.080000000075,12144,10461,1682,0.046,389.882569,3967.63,416.07,"[150, 100]",sectrobin,18,15,540,80,2,595fd3b1b8a28c45d2cd79f5b6cfa96ae9c7c84b,2022-03-14 02:30:04 +1100,"lastdate.txt, manifests/restart.yaml, ocean/diag_table, ocean/diag_table_source.yaml, run_summary_home_156_aek156_payu_01deg_jra55v140_iaf_cycle4.csv","['2022-03-14 00:42:40: Run 902', 'update run summary']",540,"[0, 3, 0]",md,md,md,md,md,md,md,m,x,x,5844960,True
